DATABASE_NAME,SCHEMA_NAME,TABLE_NAME,COLUMN_NAME,DATA_TYPE,ORDINAL_POSITION
DATA_LAB_OLIDS_UAT,REFERENCE,CHILDHOOD_IMMS_CODES,PROPOSEDCLUSTER,TEXT,3
DATA_LAB_OLIDS_UAT,REFERENCE,CHILDHOOD_IMMS_CODES,SOURCECLUSTERID,TEXT,4
DATA_LAB_OLIDS_UAT,REFERENCE,CHILDHOOD_IMMS_CODES,SOURCECLUSTERDESCRIPTION,TEXT,5
DATA_LAB_OLIDS_UAT,REFERENCE,CHILDHOOD_IMMS_CODES,SNOMEDCONCEPTID,NUMBER,6
DATA_LAB_OLIDS_UAT,REFERENCE,CHILDHOOD_IMMS_CODES,CODEDESCRIPTION,TEXT,7
DATA_LAB_OLIDS_UAT,REFERENCE,CHILDHOOD_IMMS_CODES,SOURCE,TEXT,8
DATA_LAB_OLIDS_UAT,REFERENCE,COMBINED_CODESETS,CLUSTER_ID,TEXT,1
DATA_LAB_OLIDS_UAT,REFERENCE,COMBINED_CODESETS,CLUSTER_DESCRIPTION,TEXT,2
DATA_LAB_OLIDS_UAT,REFERENCE,COMBINED_CODESETS,CODE,TEXT,3
DATA_LAB_OLIDS_UAT,REFERENCE,COMBINED_CODESETS,CODE_DESCRIPTION,TEXT,4
DATA_LAB_OLIDS_UAT,REFERENCE,COMBINED_CODESETS,SOURCE,TEXT,5
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CACHE,CLUSTER_ID,TEXT,1
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CACHE,CODE,TEXT,2
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CACHE,DISPLAY,TEXT,3
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CACHE,SYSTEM,TEXT,4
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CACHE,LAST_REFRESHED,TIMESTAMP_NTZ,5
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CACHE,ECL_EXPRESSION_HASH,TEXT,6
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CACHE_METADATA,CLUSTER_ID,TEXT,1
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CACHE_METADATA,LAST_SUCCESSFUL_REFRESH,TIMESTAMP_NTZ,2
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CACHE_METADATA,LAST_ATTEMPTED_REFRESH,TIMESTAMP_NTZ,3
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CACHE_METADATA,LAST_ERROR_MESSAGE,TEXT,4
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CACHE_METADATA,ECL_EXPRESSION_HASH,TEXT,5
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CACHE_METADATA,RECORD_COUNT,NUMBER,6
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CACHE_METADATA,LAST_REFRESHED_BY,TEXT,7
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CACHE_METADATA,LAST_ATTEMPTED_BY,TEXT,8
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CLUSTERS,CLUSTER_ID,TEXT,1
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CLUSTERS,ECL_EXPRESSION,TEXT,2
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CLUSTERS,DESCRIPTION,TEXT,3
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CLUSTERS,CREATED_AT,TIMESTAMP_NTZ,4
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CLUSTERS,UPDATED_AT,TIMESTAMP_NTZ,5
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CLUSTERS,CREATED_BY,TEXT,9
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CLUSTERS,UPDATED_BY,TEXT,10
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CLUSTERS,CLUSTER_TYPE,TEXT,11
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CLUSTER_CHANGES,CHANGE_ID,NUMBER,1
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CLUSTER_CHANGES,CLUSTER_ID,TEXT,2
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CLUSTER_CHANGES,CHANGE_TYPE,TEXT,3
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CLUSTER_CHANGES,CODE,TEXT,4
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CLUSTER_CHANGES,DISPLAY,TEXT,5
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CLUSTER_CHANGES,SYSTEM,TEXT,6
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CLUSTER_CHANGES,CHANGE_TIMESTAMP,TIMESTAMP_NTZ,7
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CLUSTER_CHANGES,CHANGED_BY,TEXT,8
DATA_LAB_OLIDS_UAT,REFERENCE,ECL_CLUSTER_CHANGES,REFRESH_SESSION_ID,TEXT,9
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_COEFFICIENTS,MODEL_NAME,TEXT,1
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_COEFFICIENTS,VARIABLE_NAME,TEXT,2
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_COEFFICIENTS,VARIABLE_CATEGORY,TEXT,3
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_COEFFICIENTS,COEFFICIENT,FLOAT,4
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_COEFFICIENTS,TRANSFORMED_COEFFICIENT,FLOAT,5
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_COEFFICIENTS,DESCRIPTION,TEXT,6
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_COEFFICIENTS,VARIABLE_TYPE,TEXT,7
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_COEFFICIENTS,MODEL_DESCRIPTION,TEXT,8
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,CODE,TEXT,1
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,DEFICIT,TEXT,2
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,DEFICIT_TYPE,TEXT,3
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,TIME_CONSTRAINT_DAYS,FLOAT,4
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,TIME_CONSTRAINT_TYPE,TEXT,5
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,TIME_CONSTRAINT_DESCRIPTION,TEXT,6
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,MIN_AGE,FLOAT,7
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,AGE_RESTRICTION_DESCRIPTION,TEXT,8
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,CATEGORY_NAME,TEXT,9
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,CATEGORY_ORDER,FLOAT,10
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,CATEGORY_RANGE_START,FLOAT,11
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,CATEGORY_RANGE_END,FLOAT,12
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,CATEGORY_DESCRIPTION,TEXT,13
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,THRESHOLD_VALUE,FLOAT,14
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,THRESHOLD_COMPARATOR,TEXT,15
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,THRESHOLD_DESCRIPTION,TEXT,16
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,THRESHOLD_UNIT,TEXT,17
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,THRESHOLD_TYPE,TEXT,18
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,READINGS_REQUIRED,FLOAT,19
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,READINGS_TIMEFRAME,TEXT,20
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,SUPERSEDES,TEXT,21
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,SUPERSEDED_BY,TEXT,22
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,HIERARCHY_LEVEL,FLOAT,23
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,RESOLUTION_TEST,TEXT,24
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,RESOLUTION_THRESHOLD,FLOAT,25
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,RESOLUTION_UNIT,TEXT,26
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,RESOLUTION_GENDER_SPECIFIC,BOOLEAN,27
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,RESOLUTION_MALE_THRESHOLD,FLOAT,28
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,RESOLUTION_FEMALE_THRESHOLD,FLOAT,29
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,VALIDATION_RULE,TEXT,30
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,VALIDATION_DESCRIPTION,TEXT,31
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,EFI2_COEFFICIENT,FLOAT,32
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,EFI2_TRANSFORMED_COEFFICIENT,FLOAT,33
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,EFI_PLUS_FALLS_COEFFICIENT,FLOAT,34
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,EFI_PLUS_CARE_HOME_COEFFICIENT,FLOAT,35
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,EFI_PLUS_MORTALITY_COEFFICIENT,FLOAT,36
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,EFI_PLUS_HOME_CARE_COEFFICIENT,FLOAT,37
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,SOURCE_INSTRUCTION,TEXT,38
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_RULES,RULE_PRIORITY,NUMBER,39
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_SNOMED,DEFICIT,TEXT,1
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_SNOMED,SNOMEDCT_CONCEPTID,TEXT,2
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_SNOMED,CTV3,TEXT,3
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_SNOMED,PROVENANCE,TEXT,4
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_SNOMED,CODEDESCRIPTION,TEXT,5
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_SNOMED,TIMECONSTRAINTYEARS,FLOAT,6
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_SNOMED,AGELIMIT,FLOAT,7
DATA_LAB_OLIDS_UAT,REFERENCE,EFI2_SNOMED,OTHERINSTRUCTIONS,TEXT,8
DATA_LAB_OLIDS_UAT,REFERENCE,ETHNICITY_CODES,CODE,TEXT,1
DATA_LAB_OLIDS_UAT,REFERENCE,ETHNICITY_CODES,TERM,TEXT,2
DATA_LAB_OLIDS_UAT,REFERENCE,ETHNICITY_CODES,CATEGORY,TEXT,3
DATA_LAB_OLIDS_UAT,REFERENCE,ETHNICITY_CODES,SUBCATEGORY,TEXT,4
DATA_LAB_OLIDS_UAT,REFERENCE,ETHNICITY_CODES,GRANULAR,TEXT,5
DATA_LAB_OLIDS_UAT,REFERENCE,ETHNICITY_CODES,DEPRIORITISE_FLAG,BOOLEAN,6
DATA_LAB_OLIDS_UAT,REFERENCE,ETHNICITY_CODES,PREFERENCE_RANK,NUMBER,7
DATA_LAB_OLIDS_UAT,REFERENCE,ETHNICITY_CODES,CATEGORY_SORT,NUMBER,8
DATA_LAB_OLIDS_UAT,REFERENCE,ETHNICITY_CODES,DISPLAY_SORT_KEY,TEXT,9
DATA_LAB_OLIDS_UAT,REFERENCE,IMD2019,LSOACODE,TEXT,1
DATA_LAB_OLIDS_UAT,REFERENCE,IMD2019,IMDDECILE,NUMBER,2
DATA_LAB_OLIDS_UAT,REFERENCE,IMMS_SCHEDULE_LATEST,VACCINE_ORDER,NUMBER,1
DATA_LAB_OLIDS_UAT,REFERENCE,IMMS_SCHEDULE_LATEST,VACCINE_ID,TEXT,2
DATA_LAB_OLIDS_UAT,REFERENCE,IMMS_SCHEDULE_LATEST,VACCINE_NAME,TEXT,3
DATA_LAB_OLIDS_UAT,REFERENCE,IMMS_SCHEDULE_LATEST,DOSE_NUMBER,TEXT,4
DATA_LAB_OLIDS_UAT,REFERENCE,IMMS_SCHEDULE_LATEST,DISEASES_PROTECTED_AGAINST,TEXT,5
DATA_LAB_OLIDS_UAT,REFERENCE,IMMS_SCHEDULE_LATEST,VACCINE_CODE,TEXT,6
DATA_LAB_OLIDS_UAT,REFERENCE,IMMS_SCHEDULE_LATEST,TRADE_NAME,TEXT,7
DATA_LAB_OLIDS_UAT,REFERENCE,IMMS_SCHEDULE_LATEST,ADMINISTRATION_ROUTE,TEXT,8
DATA_LAB_OLIDS_UAT,REFERENCE,IMMS_SCHEDULE_LATEST,SCHEDULE_AGE,TEXT,9
DATA_LAB_OLIDS_UAT,REFERENCE,IMMS_SCHEDULE_LATEST,MINIMUM_AGE_DAYS,NUMBER,10
DATA_LAB_OLIDS_UAT,REFERENCE,IMMS_SCHEDULE_LATEST,MAXIMUM_AGE_DAYS,NUMBER,11
DATA_LAB_OLIDS_UAT,REFERENCE,IMMS_SCHEDULE_LATEST,MINIMUM_INTERVAL_DAYS,NUMBER,12
DATA_LAB_OLIDS_UAT,REFERENCE,IMMS_SCHEDULE_LATEST,NEXT_DOSE_VACCINE_ID,TEXT,13
DATA_LAB_OLIDS_UAT,REFERENCE,IMMS_SCHEDULE_LATEST,ELIGIBLE_AGE_FROM_DAYS,NUMBER,14
DATA_LAB_OLIDS_UAT,REFERENCE,IMMS_SCHEDULE_LATEST,ELIGIBLE_AGE_TO_DAYS,NUMBER,15
DATA_LAB_OLIDS_UAT,REFERENCE,IMMS_SCHEDULE_LATEST,ADMINISTERED_CLUSTER_ID,TEXT,16
DATA_LAB_OLIDS_UAT,REFERENCE,IMMS_SCHEDULE_LATEST,DRUG_CLUSTER_ID,TEXT,17
DATA_LAB_OLIDS_UAT,REFERENCE,IMMS_SCHEDULE_LATEST,DECLINED_CLUSTER_ID,TEXT,18
DATA_LAB_OLIDS_UAT,REFERENCE,IMMS_SCHEDULE_LATEST,CONTRAINDICATED_CLUSTER_ID,TEXT,19
DATA_LAB_OLIDS_UAT,REFERENCE,IMMS_SCHEDULE_LATEST,INCOMPATIBLE_CLUSTER_IDS,TEXT,20
DATA_LAB_OLIDS_UAT,REFERENCE,IMMS_SCHEDULE_LATEST,INELIGIBILITY_PERIOD_MONTHS,NUMBER,21
DATA_LAB_OLIDS_UAT,REFERENCE,IMMS_SCHEDULE_LATEST,INCOMPATIBLE_EXPLANATION,TEXT,22
DATA_LAB_OLIDS_UAT,REFERENCE,LTC_LCS_CODES,CLUSTER_ID,TEXT,1
DATA_LAB_OLIDS_UAT,REFERENCE,LTC_LCS_CODES,CLUSTER_DESCRIPTION,TEXT,2
DATA_LAB_OLIDS_UAT,REFERENCE,LTC_LCS_CODES,SNOMED_CODE,TEXT,3
DATA_LAB_OLIDS_UAT,REFERENCE,LTC_LCS_CODES,SNOMED_DESCRIPTION,TEXT,4
DATA_LAB_OLIDS_UAT,REFERENCE,MAPPED_CONCEPTS,SOURCE_CODE_ID,TEXT,1
DATA_LAB_OLIDS_UAT,REFERENCE,MAPPED_CONCEPTS,ORIGINATING_SOURCE_TABLE,TEXT,2
DATA_LAB_OLIDS_UAT,REFERENCE,MAPPED_CONCEPTS,CONCEPT_ID,TEXT,3
DATA_LAB_OLIDS_UAT,REFERENCE,MAPPED_CONCEPTS,CONCEPT_SYSTEM,TEXT,4
DATA_LAB_OLIDS_UAT,REFERENCE,MAPPED_CONCEPTS,CONCEPT_CODE,TEXT,5
DATA_LAB_OLIDS_UAT,REFERENCE,MAPPED_CONCEPTS,CONCEPT_DISPLAY,TEXT,6
DATA_LAB_OLIDS_UAT,REFERENCE,MAPPED_CONCEPTS,CLUSTER_ID,TEXT,7
DATA_LAB_OLIDS_UAT,REFERENCE,MAPPED_CONCEPTS,CLUSTER_DESCRIPTION,TEXT,8
DATA_LAB_OLIDS_UAT,REFERENCE,MAPPED_CONCEPTS,CODE_DESCRIPTION,TEXT,9
DATA_LAB_OLIDS_UAT,REFERENCE,MAPPED_CONCEPTS,SOURCE,TEXT,10
DATA_LAB_OLIDS_UAT,REFERENCE,PCD_REFSET_LATEST,CLUSTER_ID,TEXT,1
DATA_LAB_OLIDS_UAT,REFERENCE,PCD_REFSET_LATEST,CLUSTER_DESCRIPTION,TEXT,2
DATA_LAB_OLIDS_UAT,REFERENCE,PCD_REFSET_LATEST,SNOMED_CODE,NUMBER,3
DATA_LAB_OLIDS_UAT,REFERENCE,PCD_REFSET_LATEST,SNOMED_CODE_DESCRIPTION,TEXT,4
DATA_LAB_OLIDS_UAT,REFERENCE,PCD_REFSET_LATEST,PCD_REFSET_ID,TEXT,5
DATA_LAB_OLIDS_UAT,REFERENCE,PCD_REFSET_LATEST,SERVICE_AND_RULESET,TEXT,6
DATA_LAB_OLIDS_UAT,REFERENCE,PRACTICE_NEIGHBOURHOOD_LOOKUP,PRACTICECODE,TEXT,1
DATA_LAB_OLIDS_UAT,REFERENCE,PRACTICE_NEIGHBOURHOOD_LOOKUP,PRACTICENAME,TEXT,2
DATA_LAB_OLIDS_UAT,REFERENCE,PRACTICE_NEIGHBOURHOOD_LOOKUP,PCNCODE,TEXT,3
DATA_LAB_OLIDS_UAT,REFERENCE,PRACTICE_NEIGHBOURHOOD_LOOKUP,LOCALAUTHORITY,TEXT,4
DATA_LAB_OLIDS_UAT,REFERENCE,PRACTICE_NEIGHBOURHOOD_LOOKUP,PRACTICENEIGHBOURHOOD,TEXT,5
DATA_LAB_OLIDS_UAT,REFERENCE,SOURCE_CONCEPT_ORIGINS,SOURCE_CODE_ID_VALUE,TEXT,1
DATA_LAB_OLIDS_UAT,REFERENCE,SOURCE_CONCEPT_ORIGINS,ORIGINATING_SOURCE_TABLE,TEXT,2
DATA_LAB_OLIDS_UAT,REFERENCE,UKHSA_COVID_LATEST,CODING_SCHEME,TEXT,1
DATA_LAB_OLIDS_UAT,REFERENCE,UKHSA_COVID_LATEST,LIBRARY,TEXT,2
DATA_LAB_OLIDS_UAT,REFERENCE,UKHSA_COVID_LATEST,CLUSTER_ID,TEXT,3
DATA_LAB_OLIDS_UAT,REFERENCE,UKHSA_COVID_LATEST,CLUSTER_DESCRIPTION,TEXT,4
DATA_LAB_OLIDS_UAT,REFERENCE,UKHSA_COVID_LATEST,SNOMED_CODE,TEXT,5
DATA_LAB_OLIDS_UAT,REFERENCE,UKHSA_COVID_LATEST,SNOMED_DESCRIPTION,TEXT,6
DATA_LAB_OLIDS_UAT,REFERENCE,UKHSA_COVID_LATEST,CODE_VALIDATED,TEXT,7
DATA_LAB_OLIDS_UAT,REFERENCE,UKHSA_FLU_LATEST,CODING_SCHEME,TEXT,1
DATA_LAB_OLIDS_UAT,REFERENCE,UKHSA_FLU_LATEST,CODE_LIBRARY,TEXT,2
DATA_LAB_OLIDS_UAT,REFERENCE,UKHSA_FLU_LATEST,CODE_GROUP,TEXT,3
DATA_LAB_OLIDS_UAT,REFERENCE,UKHSA_FLU_LATEST,CODE_GROUP_DESCRIPTION,TEXT,4
DATA_LAB_OLIDS_UAT,REFERENCE,UKHSA_FLU_LATEST,SNOMED_CODE,TEXT,5
DATA_LAB_OLIDS_UAT,REFERENCE,UKHSA_FLU_LATEST,SNOMED_DESCRIPTION,TEXT,6
DATA_LAB_OLIDS_UAT,REFERENCE,UKHSA_FLU_LATEST,DATE_CREATED,TEXT,7
DATA_LAB_OLIDS_UAT,REFERENCE,UKHSA_FLU_LATEST,VALIDATED_SCTID,TEXT,8
DATA_LAB_OLIDS_UAT,REFERENCE,UKHSA_FLU_LATEST,EMIS_ASTRX,TEXT,9
DATA_LAB_OLIDS_UAT,REFERENCE,UKHSA_FLU_LATEST,UNNAMED_9,TEXT,10
DATA_LAB_OLIDS_UAT,REFERENCE,UKHSA_FLU_LATEST,TPP_ASTRX,TEXT,11
DATA_LAB_OLIDS_UAT,REFERENCE,VALPROATE_PROG_CODES,CODE,TEXT,1
DATA_LAB_OLIDS_UAT,REFERENCE,VALPROATE_PROG_CODES,CODE_CATEGORY,TEXT,2
DATA_LAB_OLIDS_UAT,REFERENCE,VALPROATE_PROG_CODES,LOOKBACK_YEARS_OFFSET,FLOAT,3
DATA_LAB_OLIDS_UAT,REFERENCE,VALPROATE_PROG_CODES,VALPROATE_PRODUCT_TERM,TEXT,4
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,LakehouseDateProcessed,TEXT,1
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,LakehouseDateTimeUpdated,TIMESTAMP_NTZ,2
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,lds_record_id,TEXT,3
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,lds_id,TEXT,4
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,id,TEXT,5
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,lds_business_key,TEXT,6
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,lds_dataset_id,TEXT,7
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,record_owner_organisation_code,TEXT,8
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,lds_datetime_data_acquired,TIMESTAMP_NTZ,9
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,lds_initial_data_received_date,TIMESTAMP_NTZ,10
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,lds_start_date_time,TIMESTAMP_NTZ,11
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,patient_id,TEXT,12
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,practitioner_id,TEXT,13
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,encounter_id,TEXT,14
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,clinical_status,TEXT,15
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,verification_status,TEXT,16
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,category,TEXT,17
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,clinical_effective_date,TIMESTAMP_NTZ,18
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,date_precision_concept_id,TEXT,19
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,is_review,BOOLEAN,20
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,medication_name,TEXT,21
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,multi_lex_action,TEXT,22
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,allergy_intolerance_source_concept_id,TEXT,23
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,age_at_event,NUMBER,24
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,age_at_event_baby,NUMBER,25
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,age_at_event_neonate,NUMBER,26
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,date_recorded,TIMESTAMP_NTZ,27
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,is_confidential,BOOLEAN,28
Data_Store_OLIDS_Alpha,OLIDS_MASKED,ALLERGY_INTOLERANCE,person_id,TEXT,29
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,LakehouseDateProcessed,TEXT,1
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,LakehouseDateTimeUpdated,TIMESTAMP_NTZ,2
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,lds_record_id,TEXT,3
Data_Store_OLIDS_Alpha,OLIDS_MASKED,APPOINTMENT,lds_id,TEXT,4
